,index,Goal,Target,Indicator_ref,Series_code,Series_desc,n_countries_available,median_max_year,median_n_years,median_n_timeSeries,n_dimensions,median_values_per_dim,mean_data_for_female,n_countries_total,regionCode,regionName
7,7,'13,'13.1,13.1.1,VC_DSR_MTMN,Number of deaths and missing persons attributed to disasters (number),13,2017.0,8.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'13,'13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",123,2017.0,8.0,1.0,0.0,,,194,1,World
0,0,'13,'13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",2,2018.0,4.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'13,'13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",11,2018.0,7.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'13,'13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",32,2017.0,8.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'13,'13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",27,2015.0,11.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'13,'13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",15,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'13,'13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",9,2014.0,6.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'13,'13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",14,2017.0,7.5,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'13,'13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",13,2017.0,7.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'13,'13.1,13.1.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),114,2017.0,5.0,1.0,0.0,,,194,1,World
0,0,'13,'13.1,13.1.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),2,2018.0,3.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'13,'13.1,13.1.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),10,2018.0,5.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'13,'13.1,13.1.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),30,2017.0,5.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'13,'13.1,13.1.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),27,2014.0,8.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'13,'13.1,13.1.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),13,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'13,'13.1,13.1.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),6,2011.0,2.5,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'13,'13.1,13.1.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),14,2017.0,6.5,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'13,'13.1,13.1.1,VC_DSR_IJILN,Number of injured or ill people attributed to disasters (number),12,2017.0,6.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'13,'13.1,13.1.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),115,2017.0,6.0,1.0,0.0,,,194,1,World
0,0,'13,'13.1,13.1.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),2,2018.0,4.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'13,'13.1,13.1.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),11,2018.0,7.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'13,'13.1,13.1.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),27,2017.0,6.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'13,'13.1,13.1.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),26,2015.0,10.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'13,'13.1,13.1.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),14,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'13,'13.1,13.1.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),9,2014.0,4.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'13,'13.1,13.1.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),13,2017.0,6.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'13,'13.1,13.1.1,VC_DSR_PDAN,Number of people whose damaged dwellings were attributed to disasters (number),13,2017.0,7.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'13,'13.1,13.1.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),107,2017.0,6.0,1.0,0.0,,,194,1,World
0,0,'13,'13.1,13.1.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),2,2018.0,4.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'13,'13.1,13.1.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),11,2018.0,4.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'13,'13.1,13.1.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),28,2017.0,5.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'13,'13.1,13.1.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),26,2014.5,10.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'13,'13.1,13.1.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),9,2017.0,3.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'13,'13.1,13.1.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),7,2013.0,5.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'13,'13.1,13.1.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),11,2017.0,5.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'13,'13.1,13.1.1,VC_DSR_PDYN,Number of people whose destroyed dwellings were attributed to disasters (number),13,2017.0,4.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'13,'13.1,13.1.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",38,2018.0,2.0,1.0,0.0,,,194,1,World
0,0,'13,'13.1,13.1.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",0,,,,,,,2,53,Australia and New Zealand
1,1,'13,'13.1,13.1.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",4,2018.0,2.5,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'13,'13.1,13.1.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",13,2017.0,3.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'13,'13.1,13.1.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",4,2017.0,2.5,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'13,'13.1,13.1.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",6,2018.0,1.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'13,'13.1,13.1.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",2,2018.0,1.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'13,'13.1,13.1.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",5,2017.0,2.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'13,'13.1,13.1.1,VC_DSR_PDLN,"Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)",4,2018.0,2.5,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'13,'13.1,13.1.2,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,101,2018.0,2.0,1.0,0.0,,,194,1,World
0,0,'13,'13.1,13.1.2,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,2,2018.0,4.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'13,'13.1,13.1.2,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,9,2018.0,2.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'13,'13.1,13.1.2,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,20,2018.0,2.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'13,'13.1,13.1.2,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,13,2018.0,4.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'13,'13.1,13.1.2,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,31,2018.0,2.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'13,'13.1,13.1.2,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,2,2018.0,1.5,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'13,'13.1,13.1.2,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,16,2018.0,2.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'13,'13.1,13.1.2,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,8,2018.0,3.5,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'13,'13.1,13.1.3,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),63,2018.0,3.0,1.0,0.0,,,194,1,World
0,0,'13,'13.1,13.1.3,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),2,2018.0,2.5,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'13,'13.1,13.1.3,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),5,2018.0,1.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'13,'13.1,13.1.3,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),16,2018.0,2.5,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'13,'13.1,13.1.3,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),7,2018.0,4.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'13,'13.1,13.1.3,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),18,2018.0,2.5,1.0,0.0,,,45,513,Europe and Northern America
5,5,'13,'13.1,13.1.3,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),0,,,,,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'13,'13.1,13.1.3,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),8,2017.5,2.5,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'13,'13.1,13.1.3,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),7,2018.0,4.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'13,'13.1,13.1.3,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),63,2018.0,3.0,1.0,0.0,,,194,1,World
0,0,'13,'13.1,13.1.3,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),2,2018.0,2.5,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'13,'13.1,13.1.3,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),5,2018.0,1.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'13,'13.1,13.1.3,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),16,2018.0,2.5,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'13,'13.1,13.1.3,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),7,2018.0,4.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'13,'13.1,13.1.3,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),18,2018.0,2.5,1.0,0.0,,,45,513,Europe and Northern America
5,5,'13,'13.1,13.1.3,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),0,,,,,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'13,'13.1,13.1.3,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),8,2017.5,2.5,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'13,'13.1,13.1.3,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),7,2018.0,4.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'13,'13.1,13.1.3,SG_GOV_LOGV,Number of local governments (number),61,2018.0,3.0,1.0,0.0,,,194,1,World
0,0,'13,'13.1,13.1.3,SG_GOV_LOGV,Number of local governments (number),2,2018.0,2.5,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'13,'13.1,13.1.3,SG_GOV_LOGV,Number of local governments (number),5,2018.0,1.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'13,'13.1,13.1.3,SG_GOV_LOGV,Number of local governments (number),15,2018.0,2.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'13,'13.1,13.1.3,SG_GOV_LOGV,Number of local governments (number),7,2018.0,4.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'13,'13.1,13.1.3,SG_GOV_LOGV,Number of local governments (number),18,2018.0,2.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'13,'13.1,13.1.3,SG_GOV_LOGV,Number of local governments (number),0,,,,,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'13,'13.1,13.1.3,SG_GOV_LOGV,Number of local governments (number),7,2017.0,2.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'13,'13.1,13.1.3,SG_GOV_LOGV,Number of local governments (number),7,2018.0,4.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'14,'14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,4,2019.0,4.5,8.5,1.0,8.5,0.0,194,1,World
0,0,'14,'14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,2,2019.0,7.5,8.5,1.0,8.5,0.0,2,53,Australia and New Zealand
1,1,'14,'14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,0,,,,,,,14,62,Central and Southern Asia
2,2,'14,'14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,0,,,,,,,48,202,Sub-Saharan Africa
3,3,'14,'14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,0,,,,,,,33,419,Latin America and the Caribbean
4,4,'14,'14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,2,2018.5,2.5,6.5,1.0,6.5,0.0,45,513,Europe and Northern America
5,5,'14,'14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,0,,,,,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'14,'14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,0,,,,,,,24,747,Northern Africa and Western Asia
7,7,'14,'14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,0,,,,,,,16,753,Eastern and South-Eastern Asia
0,0,'14,'14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),0,,,,,,,194,1,World
0,0,'14,'14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),0,,,,,,,2,53,Australia and New Zealand
1,1,'14,'14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),0,,,,,,,14,62,Central and Southern Asia
2,2,'14,'14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),0,,,,,,,48,202,Sub-Saharan Africa
3,3,'14,'14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),0,,,,,,,33,419,Latin America and the Caribbean
4,4,'14,'14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),0,,,,,,,45,513,Europe and Northern America
5,5,'14,'14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),0,,,,,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'14,'14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),0,,,,,,,24,747,Northern Africa and Western Asia
7,7,'14,'14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),0,,,,,,,16,753,Eastern and South-Eastern Asia
0,0,'14,'14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),146,2018.0,1.0,1.0,0.0,,,194,1,World
0,0,'14,'14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),2,2018.0,1.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'14,'14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),8,2018.0,1.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'14,'14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),29,2018.0,1.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'14,'14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),30,2018.0,1.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'14,'14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),31,2018.0,1.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'14,'14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),11,2018.0,1.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'14,'14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),21,2018.0,1.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'14,'14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),14,2018.0,1.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'14,'14.5,14.5.1,ER_MRN_MARIN,Coverage of protected areas in relation to marine areas (Exclusive Economic Zones) (%),146,2018.0,1.0,1.0,0.0,,,194,1,World
0,0,'14,'14.5,14.5.1,ER_MRN_MARIN,Coverage of protected areas in relation to marine areas (Exclusive Economic Zones) (%),2,2018.0,1.0,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'14,'14.5,14.5.1,ER_MRN_MARIN,Coverage of protected areas in relation to marine areas (Exclusive Economic Zones) (%),8,2018.0,1.0,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'14,'14.5,14.5.1,ER_MRN_MARIN,Coverage of protected areas in relation to marine areas (Exclusive Economic Zones) (%),29,2018.0,1.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'14,'14.5,14.5.1,ER_MRN_MARIN,Coverage of protected areas in relation to marine areas (Exclusive Economic Zones) (%),30,2018.0,1.0,1.0,0.0,,,33,419,Latin America and the Caribbean
