goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,disabilityStatus_code,disabilityStatus_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",826,United Kingdom of Great Britain and Northern Ireland,4,154,Northern Europe,Country,-2.23830539,53.27691757,GBR,1,1,F,Female,_T,No breakdown by disability,"[2012, 2015]",2012,2015,2,PT,Percentage,G,Global,,,,,,,,18.0,,,5.3,,,5.3,,,"[2012]: Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2015]: Type of difficulties: Impairments | Level of difficulties: Cannot do at all at least one activity | Minimum duration of disability: At least 12 months | Data reference period: Second quarter | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old | Age coverage - maximum age: None;",[2012]: ILOSTAT - HS - European Health and Social Integration Survey // [2015]: ILOSTAT - LFS - Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",826,United Kingdom of Great Britain and Northern Ireland,4,154,Northern Europe,Country,-2.23830539,53.27691757,GBR,1,1,M,Male,PD,Persons with disability,"[2012, 2015]",2012,2015,2,PT,Percentage,G,Global,,,,,,,,45.0,,,12.7,,,12.7,,,"[2012]: Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2015]: Type of difficulties: Impairments | Level of difficulties: Cannot do at all at least one activity | Minimum duration of disability: At least 12 months | Data reference period: Second quarter | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old | Age coverage - maximum age: None;",[2012]: ILOSTAT - HS - European Health and Social Integration Survey // [2015]: ILOSTAT - LFS - Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",834,United Republic of Tanzania,5,14,Eastern Africa,Country,34.80521182,-6.265332606,TZA,1,1,M,Male,_T,No breakdown by disability,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,,,1.6,,,,1.6,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",834,United Republic of Tanzania,5,14,Eastern Africa,Country,34.80521182,-6.265332606,TZA,1,1,F,Female,_T,No breakdown by disability,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,,,2.7,,,,2.7,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",834,United Republic of Tanzania,5,14,Eastern Africa,Country,34.80521182,-6.265332606,TZA,1,1,M,Male,PWD,Persons without disability,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,,,1.6,,,,1.6,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",834,United Republic of Tanzania,5,14,Eastern Africa,Country,34.80521182,-6.265332606,TZA,1,1,F,Female,PWD,Persons without disability,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,,,2.7,,,,2.7,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",834,United Republic of Tanzania,5,14,Eastern Africa,Country,34.80521182,-6.265332606,TZA,1,1,_T,Both sexes,PWD,Persons without disability,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,,,2.1,,,,2.1,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",834,United Republic of Tanzania,5,14,Eastern Africa,Country,34.80521182,-6.265332606,TZA,1,1,M,Male,PD,Persons with disability,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,,,0.4,,,,0.4,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",834,United Republic of Tanzania,5,14,Eastern Africa,Country,34.80521182,-6.265332606,TZA,1,1,F,Female,PD,Persons with disability,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,,,1.7,,,,1.7,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",834,United Republic of Tanzania,5,14,Eastern Africa,Country,34.80521182,-6.265332606,TZA,1,1,_T,Both sexes,PD,Persons with disability,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,,,1.0,,,,1.0,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",834,United Republic of Tanzania,5,14,Eastern Africa,Country,34.80521182,-6.265332606,TZA,1,1,_T,Both sexes,_T,No breakdown by disability,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,,,2.1,,,,2.1,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Labour Force Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",840,United States of America,4,21,Northern America,Country,-99.13830311,39.5277871,USA,1,1,F,Female,_T,No breakdown by disability,"[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2009,2017,9,PT,Percentage,G,Global,,,,,8.1,8.6,8.5,7.9,7.1,6.1,5.2,4.8,4.3,4.3,,,Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Age coverage - maximum age: None;,ILOSTAT - LFS - Current Population Survey,,C: Country data
