n_countries	series	seriesDescription	min_year	max_year	min_n_years	max_n_years	n_disaggregations	sex_desc	sex_code	age_desc	age_code	location_desc	location_code	observationStatus_desc	observationStatus_code	educationLevel_desc	educationLevel_code	typeOfProduct_desc	typeOfProduct_code	typeOfSkill_desc	typeOfSkill_code	quantile_desc	quantile_code	modeOfTransportation_desc	modeOfTransportation_code	typeOfOccupation_desc	typeOfOccupation_code	causeOfDeath_desc	causeOfDeath_code	typeOfSpeed_desc	typeOfSpeed_code	policyDomains_desc	policyDomains_code	parliamentaryCommittees_desc	parliamentaryCommittees_code	nameOfInternationalInstitution_desc	nameOfInternationalInstitution_code	migratoryStatus_desc	migratoryStatus_code	levelStatus_desc	levelStatus_code	disabilityStatus_desc	disabilityStatus_code	typeOfWasteTreatment_desc	typeOfWasteTreatment_code	substanceUseDisorders_desc	substanceUseDisorders_code	samplingStations_desc	samplingStations_code	policyInstruments_desc	policyInstruments_code	nameOfNonCommunicableDisease_desc	nameOfNonCommunicableDisease_code	ihrCapacity_desc	ihrCapacity_code	groundsOfDiscrimination_desc	groundsOfDiscrimination_code	cities_desc	cities_code	activity_desc	activity_code
166	TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	2005	2018	3	6	1.0											Textiles	AGG_TXT																																										
155	TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	2005	2018	1	6	1.0											Oil	AGG_OIL																																										
182	TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	2005	2018	1	6	1.0											Arms	AGG_ARMS																																										
228	TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	2005	2018	2	6	1.0											Textiles	AGG_TXT																																										
232	TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	2005	2018	1	6	1.0											Industrial products	AGG_IND																																										
232	TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	2005	2018	1	6	1.0											Total or no breakdown	_T																																										
229	TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	2005	2018	1	6	1.0											Clothing	AGG_CLTH																																										
230	TM_TRF_ZERO	Proportion of tariff lines applied to imports with zero-tariff (%)	2005	2018	1	6	1.0											Agricultural products	AGG_AGR																																										
132	VC_DSR_AFFCT	Number of people affected by disaster (number)	2005	2019	1	15	0.0																																																						
93	VC_DSR_AGLN	Direct agriculture loss attributed to disasters (current United States dollars)	2005	2019	1	15	0.0																																																						
103	VC_DSR_BSDN	Number of disruptions to basic services attributed to disasters (number)	2005	2019	1	15	0.0																																																						
86	VC_DSR_CDAN	Number of damaged critical infrastructure attributed to disasters (number)	2005	2019	1	15	0.0																																																						
31	VC_DSR_CDYN	Number of other destroyed or damaged critical infrastructure units and facilities attributed to disasters (number)	2005	2019	1	13	0.0																																																						
17	VC_DSR_CHLN	Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars)	2005	2019	1	13	0.0																																																						
92	VC_DSR_CILN	Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars)	2005	2019	1	15	0.0																																																						
132	VC_DSR_DAFF	Number of directly affected persons attributed to disasters per 100,000 population (number)	2005	2019	1	15	0.0																																																						
28	VC_DSR_DDPA	Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars)	2005	2019	1	15	0.0																																																						
80	VC_DSR_EFDN	Number of destroyed or damaged educational facilities attributed to disasters (number)	2005	2019	1	14	0.0																																																						
94	VC_DSR_ESDN	Number of disruptions to educational services attributed to disasters (number)	2005	2019	1	15	0.0																																																						
122	VC_DSR_GDPLS	Direct economic loss attributed to disasters (current United States dollars)	2005	2019	1	15	0.0																																																						
66	VC_DSR_HFDN	Number of destroyed or damaged health facilities attributed to disasters (number)	2005	2019	1	14	0.0																																																						
118	VC_DSR_HOLN	Direct economic loss in the housing sector attributed to disasters (current United States dollars)	2005	2019	1	15	0.0																																																						
86	VC_DSR_HSDN	Number of disruptions to health services attributed to disasters (number)	2005	2019	1	14	0.0																																																						
124	VC_DSR_IJILN	Number of injured or ill people attributed to disasters (number)	2005	2019	1	15	0.0																																																						
121	VC_DSR_LSGP	Direct economic loss attributed to disasters relative to GDP (%)	2005	2019	1	15	0.0																																																						
77	VC_DSR_MISS	Number of missing persons due to disaster (number)	2005	2019	1	15	0.0																																																						
138	VC_DSR_MORT	Number of deaths due to disaster (number)	2005	2019	1	15	0.0																																																						
140	VC_DSR_MTMN	Number of deaths and missing persons attributed to disasters (number)	2005	2019	1	15	0.0																																																						
140	VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	2005	2019	1	15	0.0																																																						
110	VC_DSR_OBDN	Number of disruptions to other basic services attributed to disasters (number)	2005	2019	1	15	0.0																																																						
123	VC_DSR_PDAN	Number of people whose damaged dwellings were attributed to disasters (number)	2005	2019	1	15	0.0																																																						
97	VC_DSR_PDLN	Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number)	2005	2019	1	15	0.0																																																						
114	VC_DSR_PDYN	Number of people whose destroyed dwellings were attributed to disasters (number)	2005	2019	1	15	0.0																																																						
102	VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	2003	2018	1	16	2.0	Male	M	All age ranges or no breaks by age	_T																																																		
102	VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	2003	2018	1	16	2.0	Female	F	All age ranges or no breaks by age	_T																																																		
77	VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	2003	2018	1	16	2.0	Male	M	under 18 years old	Y0T17																																																		
77	VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	2003	2018	1	16	2.0	Female	F	under 18 years old	Y0T17																																																		
82	VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	2003	2018	1	16	2.0	Female	F	18 years old and over	Y_GE18																																																		
82	VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	2003	2018	1	16	2.0	Male	M	18 years old and over	Y_GE18																																																		
60	VC_HTF_DETVOG	Detected victims of human trafficking for removal of organ, by age and sex (number)	2003	2018	1	16	2.0	Male	M	All age ranges or no breaks by age	_T																																																		
60	VC_HTF_DETVOG	Detected victims of human trafficking for removal of organ, by age and sex (number)	2003	2018	1	16	2.0	Female	F	All age ranges or no breaks by age	_T																																																		
54	VC_HTF_DETVOG	Detected victims of human trafficking for removal of organ, by age and sex (number)	2003	2018	1	16	2.0	Male	M	18 years old and over	Y_GE18																																																		
51	VC_HTF_DETVOG	Detected victims of human trafficking for removal of organ, by age and sex (number)	2003	2018	1	16	2.0	Male	M	under 18 years old	Y0T17																																																		
51	VC_HTF_DETVOG	Detected victims of human trafficking for removal of organ, by age and sex (number)	2003	2018	1	16	2.0	Female	F	under 18 years old	Y0T17																																																		
53	VC_HTF_DETVOG	Detected victims of human trafficking for removal of organ, by age and sex (number)	2003	2018	1	16	2.0	Female	F	18 years old and over	Y_GE18																																																		
90	VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	2003	2017	1	15	2.0	Both sexes	_T	All age ranges or no breaks by age	_T																																																		
70	VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	2003	2017	1	15	2.0	Female	F	All age ranges or no breaks by age	_T																																																		
68	VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	2003	2017	1	15	2.0	Male	M	All age ranges or no breaks by age	_T																																																		
43	VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	2003	2017	1	15	2.0	Male	M	under 18 years old	Y0T17																																																		
38	VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	2003	2017	1	15	2.0	Male	M	18 years old and over	Y_GE18																																																		
43	VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	2003	2017	1	15	2.0	Female	F	under 18 years old	Y0T17																																																		
39	VC_HTF_DETVOP	Detected victims of human trafficking for other purposes, by age and sex (number)	2003	2017	1	15	2.0	Female	F	18 years old and over	Y_GE18																																																		
17	VC_HTF_DETVSX	Detected victims of human trafficking for sexual exploitaton, by age and sex (number)	2003	2016	1	14	2.0	Female	F	All age ranges or no breaks by age	_T																																																		
17	VC_HTF_DETVSX	Detected victims of human trafficking for sexual exploitaton, by age and sex (number)	2003	2016	1	14	2.0	Male	M	All age ranges or no breaks by age	_T																																																		
13	VC_HTF_DETVSX	Detected victims of human trafficking for sexual exploitaton, by age and sex (number)	2003	2016	1	14	2.0	Female	F	18 years old and over	Y_GE18																																																		
12	VC_HTF_DETVSX	Detected victims of human trafficking for sexual exploitaton, by age and sex (number)	2003	2016	1	14	2.0	Male	M	18 years old and over	Y_GE18																																																		
12	VC_HTF_DETVSX	Detected victims of human trafficking for sexual exploitaton, by age and sex (number)	2003	2016	1	14	2.0	Male	M	under 18 years old	Y0T17																																																		
14	VC_HTF_DETVSX	Detected victims of human trafficking for sexual exploitaton, by age and sex (number)	2003	2016	1	14	2.0	Female	F	under 18 years old	Y0T17																																																		
141	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2003	2017	1	15	2.0	Both sexes	_T	All age ranges or no breaks by age	_T																																																		
